"filename", "language", "Shell Script", "JavaScript", "Python", "Java Properties", "Less", "Java", "JavaScript React", "TypeScript React", "Markdown", "TypeScript", "XML", "JSON", "HTML", "CSS", "JSON with Comments", "Properties", "comment", "blank", "total"
"/home/lewis/winterwell/my-loop/src/style/MyPage.less", "Less", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 53
"/home/lewis/winterwell/my-loop/src/style/NewTab.less", "Less", 0, 0, 0, 0, 408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 44, 464
"/home/lewis/winterwell/my-loop/src/style/NewTabLayouts.less", "Less", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 38
"/home/lewis/winterwell/my-loop/src/style/OurImpactPage.less", "Less", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 60
"/home/lewis/winterwell/my-loop/src/style/OurStory.less", "Less", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 34
"/home/lewis/winterwell/my-loop/src/style/SafariPage.less", "Less", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 106
"/home/lewis/winterwell/my-loop/src/style/ShareButton.less", "Less", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"/home/lewis/winterwell/my-loop/src/style/SideNavBar.less", "Less", 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 95
"/home/lewis/winterwell/my-loop/src/style/TabsForGood.less", "Less", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8
"/home/lewis/winterwell/my-loop/src/style/TabsForGoodSettings.less", "Less", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 26
"/home/lewis/winterwell/my-loop/src/style/WelcomePage.less", "Less", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 77
"/home/lewis/winterwell/my-loop/src/style/WhiteCircle.less", "Less", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"/home/lewis/winterwell/my-loop/src/style/buttons.less", "Less", 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 26, 204
"/home/lewis/winterwell/my-loop/src/style/fonts.less", "Less", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 46
"/home/lewis/winterwell/my-loop/src/style/footer.less", "Less", 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 24, 153
"/home/lewis/winterwell/my-loop/src/style/green-map-card.less", "Less", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/home/lewis/winterwell/my-loop/src/style/greendash-breakdown-card.less", "Less", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 23
"/home/lewis/winterwell/my-loop/src/style/impact_overview/ImpactLoadingScreen.less", "Less", 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 114
"/home/lewis/winterwell/my-loop/src/style/impact_overview/ImpactLogin.less", "Less", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 68
"/home/lewis/winterwell/my-loop/src/style/impact_overview/ImpactOverview-Navbar.less", "Less", 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 33, 178
"/home/lewis/winterwell/my-loop/src/style/impact_overview/ImpactOverview-Page.less", "Less", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6
